timestamp,160m,80m,60m,40m,30m,20m,17m,15m,12m,10m,6m,sfi,ssn,k_index,a_index,bz,sw_speed,sw_density,xray
2026-04-09T11:29:07.067782+00:00,30,40,0,60,78,98,75,58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09T11:32:48.817383+00:00,30,40,0,60,78,98,75,58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10T07:05:12.167938+00:00,31,42,0,64,84,91,65,46,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10T07:26:18.740284+00:00,31,42,0,64,84,91,65,46,0,0,0,98.0,79.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T07:32:02.596580+00:00,31,42,0,64,84,91,65,46,0,0,0,98.0,79.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T07:42:45.777024+00:00,31,42,0,64,84,91,65,46,0,0,0,98.0,79.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T08:42:46.502876+00:00,31,42,0,64,84,91,65,46,0,0,0,98.0,79.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T08:54:07.790863+00:00,31,42,0,64,84,91,65,46,0,0,0,98.0,79.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T09:04:08.480328+00:00,32,43,0,68,89,83,55,0,0,0,0,98.0,34.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T12:38:14.081683+00:00,31,43,55,66,87,86,58,38,0,0,0,98.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T12:49:17.613411+00:00,31,43,55,66,87,86,58,38,0,0,0,98.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T13:04:08.011782+00:00,31,43,55,66,87,86,58,38,0,0,0,98.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T13:10:34.806108+00:00,31,43,55,66,87,86,58,38,0,0,0,98.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T13:18:01.116151+00:00,31,43,55,66,87,86,58,38,0,0,0,98.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T13:28:01.857986+00:00,31,43,55,66,87,86,58,38,0,0,0,98.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T13:38:02.526892+00:00,31,43,55,66,87,86,58,38,0,0,0,98.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:10:23.270255+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:20:24.064092+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:23:34.785873+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:33:35.552965+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:33:41.962939+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:37:25.362871+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:40:13.921007+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:45:49.430211+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:47:21.265149+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:50:14.900600+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-10T19:52:29.753501+00:00,39,60,83,95,56,0,0,0,0,0,0,98.0,48.0,4.0,7.0,0.0,0.0,0.0,0.0
2026-04-12T08:10:39.007149+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T08:20:19.834288+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T08:30:05.302465+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T08:40:06.072389+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T08:43:16.166793+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T08:43:52.361176+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T08:45:01.245261+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T08:52:44.972090+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T09:00:41.277910+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T09:10:42.002615+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T09:13:51.669947+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T09:23:52.399626+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T09:33:53.062025+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T09:43:53.775302+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T09:53:54.489708+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T10:03:55.193377+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T10:06:51.677242+00:00,40,62,87,90,49,0,0,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T10:07:02.962371+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T10:13:55.942132+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T15:12:29.060585+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T15:22:08.997954+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T15:30:53.499753+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-12T15:34:28.208342+00:00,32,44,57,69,91,80,51,0,0,0,0,93.0,44.0,2.0,12.0,0.0,0.0,0.0,0.0
2026-04-13T07:01:48.277007+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:04:54.699638+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:12:51.860084+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:14:49.481961+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:16:16.619269+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:26:17.640986+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:30:20.414006+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:35:21.868259+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:41:07.829575+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:50:50.776702+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T07:56:06.810723+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,47.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T08:06:07.840556+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T11:25:09.132476+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T11:27:45.738670+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T11:32:35.777419+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T11:42:36.962501+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T11:52:37.884812+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-13T11:55:25.700283+00:00,31,43,55,66,87,86,59,39,0,0,0,99.0,45.0,1.0,8.0,0.0,0.0,0.0,0.0
2026-04-14T11:11:06.486736+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T11:21:07.751823+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T11:22:21.596761+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T11:35:15.401408+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T11:42:18.107471+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T11:43:01.080582+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T11:46:32.672059+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T11:56:33.882564+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:03:17.181268+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:05:27.042945+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:06:46.912301+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:11:26.730807+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:14:28.077029+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:17:15.658501+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:21:47.928341+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:23:15.986084+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:30:21.950077+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:40:23.062818+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T12:50:24.055835+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T14:29:31.068262+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T14:32:13.000952+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T18:06:36.124455+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T18:07:44.736076+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T18:12:51.686471+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T18:15:23.645785+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-14T18:25:25.504823+00:00,31,42,54,65,85,88,61,42,0,0,0,99.0,58.0,1.0,3.0,0.0,0.0,0.0,0.0
2026-04-16T10:10:49.302338+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:12:10.019985+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:12:41.067436+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:14:13.281571+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:14:44.520757+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:15:15.458030+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:15:47.020192+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:16:18.004306+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:16:49.519896+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:17:20.567664+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:17:52.176323+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:18:23.465883+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:18:54.457830+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:19:26.020299+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:22:07.035685+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:22:39.137341+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:35:49.379822+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:36:21.379616+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:36:52.969696+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:37:24.613843+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:37:56.192112+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:41:36.554943+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:46:11.942503+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T10:54:53.051701+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T11:11:13.073194+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T11:21:15.082928+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T11:21:22.910713+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-16T11:29:50.418075+00:00,31,41,53,63,82,93,68,50,0,0,0,105.0,56.0,1.0,4.0,0.0,0.0,0.0,0.0
2026-04-17T05:57:09.419985+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:01:27.720107+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:08:54.558479+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:10:24.603485+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:10:55.556453+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:11:27.122782+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:11:58.701625+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:12:30.228856+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:16:04.144492+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:16:35.375422+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:17:17.774159+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:17:49.016161+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:18:20.701850+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:18:51.701200+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:21:39.076076+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:22:10.848691+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:27:02.154650+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:27:33.485103+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:42:12.771182+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:42:44.563432+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:43:16.311128+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:43:47.338653+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:44:18.912295+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T06:59:59.984952+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:00:34.469391+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:01:06.153034+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:01:37.710528+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:02:08.864101+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:04:23.805313+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:04:55.711347+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:05:26.733238+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:09:37.902317+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:10:09.120898+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:10:33.866205+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:11:05.141200+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:11:36.745004+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
2026-04-17T07:12:07.745794+00:00,30,40,51,61,79,96,72,55,0,0,0,108.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0
